Age,DistanceFromHome,Education,Gender,JobInvolvement,MonthlyIncome,NumCompaniesWorked,OverTime,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsSinceLastPromotion,YearsWithCurrManager,engagement,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
-0.3201625558062908,1.5803695257836163,1.0617867539482457,-0.816496580927726,-1.0261667362455194,-0.16061926183708156,-0.6780493930322936,1.5917455343596372,-0.9320143892374165,0.1557070814399298,0.33809616377248186,1.1834366957553253,1.9279564404682326,0.44446895452365187,-0.337099931231621,2.075297377672938,-1.562889295765913,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,1.0882323412438057,-0.6855654600401044
-2.034242240472636,-0.4037373426999379,-1.1914120596329425,-0.816496580927726,-0.10754790684770404,-1.0362327923252803,-0.6780493930322936,-0.6282411217206918,-0.9320143892374165,-1.3652772339950205,-0.15263095089481182,-0.5715601615126081,-1.1559347102263289,0.7912860614057214,1.821561526078219,-0.48185865349153717,-0.7994916138360109,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454
-1.3170127027164953,-0.4645752458629499,0.08504925188071055,0.2252510749563581,-0.33779779151088046,-1.0476183865808593,-0.6780493930322936,-0.6282411217206918,-0.9320143892374165,0.1557070814399298,-1.0778621289498782,-0.6791456840737199,-0.8697776246504769,0.715343918221477,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,4.087889843610512,-0.534873105367193,-0.9189214123677304,1.4586499149789454
1.875620231205231,-0.34913898566617285,0.08504925188071055,-0.816496580927726,0.3796721288811475,-0.7920920856378657,0.19051414704076242,-0.6282411217206918,-0.9320143892374165,0.6091957504959691,0.33809616377248186,-0.6791456840737199,-0.9811919266952979,-0.4171155441146077,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454
-2.072192177156677,-0.7641208792270812,-0.8916882501868245,1.224744871391589,0.3796721288811475,-1.0483550687791245,-0.6780493930322936,1.5917455343596372,-0.9320143892374165,-0.6201892226844657,1.754054456494842,-0.6791456840737199,-1.1559347102263289,0.44446895452365187,-0.337099931231621,2.075297377672938,-1.562889295765913,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,4.087889843610512,-0.534873105367193,-0.9189214123677304,1.4586499149789454
1.1788233857305253,1.4603651391509067,-0.4429503728564836,0.7558459325807305,1.462572053468488,-0.10397040849074765,0.4313261619407863,1.5917455343596372,-0.9320143892374165,-0.2637228642163704,0.33809616377248186,-0.4400250697216559,-0.5080758713061465,0.6883149229996737,-0.337099931231621,2.075297377672938,-1.562889295765913,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454
-1.496979107274093,1.0867925984129432,-1.8684257522543597,0.6498806089670929,-0.01624699248025291,-0.8277202000782355,-0.6780493930322936,-0.0030377729498746175,-0.9320143892374165,0.1557070814399298,-1.0778621289498782,-0.6791456840737199,-1.0769801375868058,0.5939450155792085,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454
-1.2035680208172441,-0.8875151110697495,0.6059138027246747,-0.816496580927726,-0.2764754143773855,-1.114609844632874,-0.6780493930322936,-0.6282411217206918,-0.9320143892374165,-0.2580549365984659,-0.3227744225892153,-0.5342584234070733,-1.1559347102263289,-0.12161083174709736,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,-0.9189214123677304,1.4586499149789454
1.5654142099685364,-0.9711814840384133,-1.2061574847663037,-0.816496580927726,-1.0261667362455194,-0.4436829732819671,2.5255909693862573,1.5917455343596372,-0.5540338877962367,-0.3703825792878914,-0.11778406972558542,-0.6791456840737199,-1.1559347102263289,0.5972412556209588,-0.337099931231621,0.34144023502087495,-0.069347685821463,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.23926891922392945,-0.9189214123677304,0.7683009048012148
-0.7721877625415929,-1.0109093429124179,0.08504925188071055,0.4572283644091686,0.3796721288811475,-0.8441131752066163,-0.3769033848276333,0.7570199795330068,-0.49058378272622105,-0.3284485173183823,1.754054456494842,-0.17500819828173625,-0.5952272282818631,-0.417487775163053,-0.337099931231621,2.075297377672938,-1.562889295765913,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,4.087889843610512,-0.534873105367193,-0.16422204243371596,0.6524147226734451
0.01356424216414348,-0.7985358515396206,-0.34685898891093847,0.6554373193631665,-0.012419988365586443,0.007918007492561663,0.8583796050348027,1.5917455343596372,-0.9320143892374165,0.1557070814399298,-1.0778621289498782,-0.5059859934506579,-0.9995519346428114,-0.08629413495625779,-0.337099931231621,-0.48185865349153717,0.639840584172622,-0.21160368475757949,-1.3740508422516025,1.515243916193211,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339,-0.534873105367193,0.5284319370756024,-0.0875382130494129
0.22734670086570485,-0.7641208792270812,0.08504925188071055,1.224744871391589,1.7855109940078144,-0.024207967424254465,2.5255909693862573,-0.6282411217206918,0.24198831185855807,0.1557070814399298,-2.4938204216722384,0.2521455058408027,0.5261877356070683,-0.08629413495625779,-0.337099931231621,-0.48185865349153717,0.639840584172622,4.725815626252609,-1.3740508422516025,-0.6599597525607148,-0.3127845978150477,5.221994903217616,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.534873105367193,1.0882323412438057,-0.6855654600401044
